id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
0,0,0,0,0,0,0,0,0,654958.5742464799,6864193.54480996,0
0,0,0,0,0,0,0,0,0,655849.7856570382,6863208.379833614,0
0,0,0,0,0,0,0,0,0,655168.0219912312,6864303.624600298,0
0,0,0,0,0,0,0,0,0,654187.826967828,6863293.234786597,0
0,0,0,0,0,0,0,0,0,654481.6425853572,6863346.504198801,0
0,0,0,0,0,0,0,0,0,655397.372745348,6863836.058161588,0
0,0,0,0,0,0,0,0,0,654548.045821828,6863646.954773108,0
0,0,0,0,0,0,0,0,0,654231.696949335,6863773.6389263505,0
0,0,0,0,0,0,0,0,0,655412.0195316317,6863964.379236443,0
0,0,0,0,0,0,0,0,0,656279.6323696949,6863758.949833367,0
0,0,0,0,0,0,0,0,0,654246.7060083025,6863537.277375879,0
0,0,0,0,0,0,0,0,0,655606.6691303245,6862981.422671392,0
0,0,0,0,0,0,0,0,0,654784.4416802032,6863287.080309127,0
0,0,0,0,0,0,0,0,0,655114.7452735651,6863726.534575147,0
0,0,0,0,0,0,0,0,0,655135.2217483976,6863880.120647474,0
0,0,0,0,0,0,0,0,0,655015.6047643928,6863632.984570463,0
0,0,0,0,0,0,0,0,0,655407.2552278526,6863421.129585565,0
0,0,0,0,0,0,0,0,0,655895.6892377081,6863827.726974173,0
0,0,0,0,0,0,0,0,0,655327.391099581,6863920.711095969,0
0,0,0,0,0,0,0,0,0,655213.8029204888,6863521.189482326,0
0,0,0,0,0,0,0,0,0,655009.5240392324,6863392.815479624,0
0,0,0,0,0,0,0,0,0,656249.5866708641,6863858.119441121,0
0,0,0,0,0,0,0,0,0,654877.4994596128,6863281.58034384,0
0,0,0,0,0,0,0,0,0,654653.8151449313,6863437.0924532,0
0,0,0,0,0,0,0,0,0,656158.0262291518,6863903.699622575,0
0,0,0,0,0,0,0,0,0,654570.0409386184,6863345.270675389,0
0,0,0,0,0,0,0,0,0,655132.5841631901,6863970.195113771,0
0,0,0,0,0,0,0,0,0,655336.6281856762,6864438.800712267,0
0,0,0,0,0,0,0,0,0,655052.5037698809,6863040.36398493,0
0,0,0,0,0,0,0,0,0,655242.6528621225,6863241.807986467,0
