id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
0,0,0,0,0,0,0,0,0,655063.7466316648,6863598.641986284,0
0,0,0,0,0,0,0,0,0,656287.5618699368,6863794.802002788,0
0,0,0,0,0,0,0,0,0,655012.5962390093,6864242.678777972,0
0,0,0,0,0,0,0,0,0,654040.230926328,6863649.171554134,0
0,0,0,0,0,0,0,0,0,654798.5000893174,6863524.704999582,0
0,0,0,0,0,0,0,0,0,655443.9067119089,6864172.575587864,0
0,0,0,0,0,0,0,0,0,654546.2193094334,6863178.696522279,0
0,0,0,0,0,0,0,0,0,655556.7779143376,6863165.656329811,0
0,0,0,0,0,0,0,0,0,655057.4858169729,6864050.950094246,0
0,0,0,0,0,0,0,0,0,655377.6047059784,6863643.387798421,0
0,0,0,0,0,0,0,0,0,655303.3849384217,6863499.704275698,0
0,0,0,0,0,0,0,0,0,654872.094139677,6863215.578755324,0
0,0,0,0,0,0,0,0,0,654536.6781372725,6863365.53389933,0
0,0,0,0,0,0,0,0,0,655507.1144752055,6864080.260119104,0
0,0,0,0,0,0,0,0,0,655775.3329288593,6863121.261762104,0
0,0,0,0,0,0,0,0,0,655951.0084562188,6863610.975976573,0
0,0,0,0,0,0,0,0,0,656144.9252979797,6863819.932719936,0
0,0,0,0,0,0,0,0,0,656220.3610973016,6863916.476136821,0
0,0,0,0,0,0,0,0,0,654979.0954961075,6863269.868620623,0
0,0,0,0,0,0,0,0,0,654920.1236474558,6864402.992903582,0
0,0,0,0,0,0,0,0,0,654923.9284723218,6863299.993805056,0
0,0,0,0,0,0,0,0,0,655693.3227989477,6863797.232071174,0
0,0,0,0,0,0,0,0,0,654208.9374340062,6863712.493308037,0
0,0,0,0,0,0,0,0,0,654907.4203133688,6863354.112550631,0
0,0,0,0,0,0,0,0,0,654238.6276635436,6863844.722632578,0
0,0,0,0,0,0,0,0,0,655811.0494064023,6863776.523414701,0
0,0,0,0,0,0,0,0,0,656100.7695015601,6863878.914911745,0
0,0,0,0,0,0,0,0,0,655242.1969110683,6863516.829936079,0
0,0,0,0,0,0,0,0,0,654611.4546091481,6863607.296540459,0
0,0,0,0,0,0,0,0,0,654358.790153852,6863551.1279303,0
0,0,0,0,0,0,0,0,0,655043.2339003667,6863012.954983744,0
0,0,0,0,0,0,0,0,0,655147.874445498,6864201.621100841,0
0,0,0,0,0,0,0,0,0,655384.560862355,6863019.961962759,0
0,0,0,0,0,0,0,0,0,654336.0211594232,6863588.504573274,0
0,0,0,0,0,0,0,0,0,654207.0183404385,6863348.441574651,0
0,0,0,0,0,0,0,0,0,655353.0410067815,6863795.374782955,0
0,0,0,0,0,0,0,0,0,655369.6201787074,6863106.085704105,0
0,0,0,0,0,0,0,0,0,655567.5263544512,6863594.234370077,0
0,0,0,0,0,0,0,0,0,655053.7654160926,6863580.329937373,0
0,0,0,0,0,0,0,0,0,656206.8133730522,6863918.454570355,0
0,0,0,0,0,0,0,0,0,654002.9263696853,6863565.499326903,0
0,0,0,0,0,0,0,0,0,655737.6973481838,6863085.441270616,0
0,0,0,0,0,0,0,0,0,654389.315236645,6863494.337707314,0
0,0,0,0,0,0,0,0,0,655396.2981524008,6863731.006498222,0
0,0,0,0,0,0,0,0,0,654364.92704802,6863562.540511117,0
0,0,0,0,0,0,0,0,0,656181.4511063466,6863811.326885731,0
0,0,0,0,0,0,0,0,0,655320.3134375005,6864447.521536104,0
0,0,0,0,0,0,0,0,0,655397.6781280923,6864163.018353639,0
0,0,0,0,0,0,0,0,0,655775.9284078337,6863801.444640718,0
0,0,0,0,0,0,0,0,0,655554.0239786081,6864017.789953184,0
0,0,0,0,0,0,0,0,0,655757.0511656902,6863111.84945823,0
0,0,0,0,0,0,0,0,0,654493.7595508492,6863622.349254108,0
0,0,0,0,0,0,0,0,0,655728.4474602895,6863713.652210039,0
0,0,0,0,0,0,0,0,0,655210.4422736032,6864063.846870935,0
0,0,0,0,0,0,0,0,0,654873.2308444739,6863330.263818906,0
0,0,0,0,0,0,0,0,0,654340.1652250458,6863249.208536547,0
0,0,0,0,0,0,0,0,0,655282.9399956232,6863206.649813368,0
0,0,0,0,0,0,0,0,0,654839.0318231982,6864526.611118919,0
0,0,0,0,0,0,0,0,0,655293.8091751838,6864232.986936895,0
0,0,0,0,0,0,0,0,0,654658.3363107287,6863776.857800506,0
0,0,0,0,0,0,0,0,0,655014.0886122037,6864140.4182576835,0
0,0,0,0,0,0,0,0,0,654864.6116379972,6863587.292715001,0
0,0,0,0,0,0,0,0,0,655696.7968341843,6863227.868744039,0
0,0,0,0,0,0,0,0,0,655115.1852437372,6863973.755088398,0
0,0,0,0,0,0,0,0,0,654147.5008494913,6863592.980973907,0
0,0,0,0,0,0,0,0,0,654284.9453329012,6863325.146014902,0
0,0,0,0,0,0,0,0,0,655198.4284399902,6863868.204592723,0
0,0,0,0,0,0,0,0,0,655380.349744663,6863035.391676515,0
0,0,0,0,0,0,0,0,0,655616.947398347,6863214.2532480545,0
0,0,0,0,0,0,0,0,0,655261.8836121869,6863994.295197886,0
0,0,0,0,0,0,0,0,0,655403.4102689553,6863137.841897161,0
0,0,0,0,0,0,0,0,0,655384.306393802,6863148.113439083,0
0,0,0,0,0,0,0,0,0,655090.9945094733,6863069.511863069,0
0,0,0,0,0,0,0,0,0,654901.9922774791,6863580.458674576,0
0,0,0,0,0,0,0,0,0,654489.4266969584,6863245.751141693,0
0,0,0,0,0,0,0,0,0,655134.5153135329,6863429.146104396,0
0,0,0,0,0,0,0,0,0,655353.7851263682,6863136.109980691,0
0,0,0,0,0,0,0,0,0,655363.783739429,6863896.49644864,0
0,0,0,0,0,0,0,0,0,655544.8765934748,6863130.375091074,0
0,0,0,0,0,0,0,0,0,655110.6009177434,6863443.100824478,0
0,0,0,0,0,0,0,0,0,655749.4985521152,6863602.608998802,0
0,0,0,0,0,0,0,0,0,654905.0153095698,6863236.277451861,0
0,0,0,0,0,0,0,0,0,655687.545127234,6863145.889844618,0
0,0,0,0,0,0,0,0,0,656324.6317161516,6863799.223197647,0
0,0,0,0,0,0,0,0,0,654519.9065073662,6863565.33505809,0
0,0,0,0,0,0,0,0,0,654254.5490175474,6863450.68560103,0
0,0,0,0,0,0,0,0,0,655307.3966986208,6864472.51431483,0
0,0,0,0,0,0,0,0,0,654536.8199843056,6863662.305480984,0
0,0,0,0,0,0,0,0,0,655080.0795510203,6863160.132406907,0
0,0,0,0,0,0,0,0,0,654400.670474062,6863847.621744361,0
0,0,0,0,0,0,0,0,0,655206.7015335176,6864244.588977249,0
0,0,0,0,0,0,0,0,0,655153.937803748,6864288.51505738,0
0,0,0,0,0,0,0,0,0,655151.5773293916,6863015.99169967,0
0,0,0,0,0,0,0,0,0,654321.656041347,6863215.205214938,0
0,0,0,0,0,0,0,0,0,655032.1782386574,6863569.733183995,0
0,0,0,0,0,0,0,0,0,656264.2160770035,6863810.031248989,0
